candidat_id,filiere_code,parcours_id,score_compatibilite,est_admissible,est_recommandee
STD_2026_0533,ISAIA,P3,51.07,Non,Non
STD_2026_0533,TEE,P4,79.56,Oui,Non
STD_2026_0533,TEH,P4,74.35,Sous condition,Non
STD_2026_0533,CAA,P5,77.92,Oui,Non
STD_2026_0533,DTJA,P5,82.49,Oui,Non
STD_2026_0533,EMP,P5,72.52,Sous condition,Non
STD_2026_0533,FIC,P5,49.41,Non,Non
STD_2026_0534,AEE,P1,49.65,Non,Non
STD_2026_0534,IAA,P1,56.1,Non,Non
STD_2026_0534,PIP,P1,56.15,Non,Non
STD_2026_0534,EMII,P2,54.96,Non,Non
STD_2026_0534,GCA,P2,52.83,Non,Non
STD_2026_0534,ICMP,P2,55.44,Non,Non
STD_2026_0534,ESIIA,P3,52.92,Non,Oui
STD_2026_0534,IGGLIA,P3,53.46,Non,Non
STD_2026_0534,IMTICIA,P3,77.97,Oui,Non
STD_2026_0534,ISAIA,P3,49.28,Non,Non
STD_2026_0534,TEE,P4,77.08,Oui,Non
STD_2026_0534,TEH,P4,75.93,Oui,Non
STD_2026_0534,CAA,P5,73.95,Sous condition,Non
STD_2026_0534,DTJA,P5,77.74,Oui,Non
STD_2026_0534,EMP,P5,54.29,Non,Non
STD_2026_0534,FIC,P5,54.03,Non,Non
STD_2026_0535,AEE,P1,81.94,Oui,Non
STD_2026_0535,IAA,P1,79.24,Oui,Non
STD_2026_0535,PIP,P1,78.99,Oui,Non
STD_2026_0535,EMII,P2,77.93,Oui,Non
STD_2026_0535,GCA,P2,78.39,Oui,Non
STD_2026_0535,ICMP,P2,88.13,Oui,Non
STD_2026_0535,ESIIA,P3,81.74,Oui,Non
STD_2026_0535,IGGLIA,P3,77.51,Oui,Oui
STD_2026_0535,IMTICIA,P3,76.66,Oui,Non
STD_2026_0535,ISAIA,P3,79.03,Oui,Non
STD_2026_0535,TEE,P4,46.59,Non,Non
STD_2026_0535,TEH,P4,40.03,Non,Non
STD_2026_0535,CAA,P5,74.97,Sous condition,Non
STD_2026_0535,DTJA,P5,50.6,Non,Non
STD_2026_0535,EMP,P5,73.58,Sous condition,Non
STD_2026_0535,FIC,P5,78.08,Oui,Non
STD_2026_0536,AEE,P1,84.8,Oui,Non
STD_2026_0536,IAA,P1,79.31,Oui,Non
STD_2026_0536,PIP,P1,79.05,Oui,Non
STD_2026_0536,EMII,P2,81.91,Oui,Non
STD_2026_0536,GCA,P2,81.46,Oui,Non
STD_2026_0536,ICMP,P2,82.38,Oui,Non
STD_2026_0536,ESIIA,P3,61.93,Non,Non
STD_2026_0536,IGGLIA,P3,82.52,Oui,Non
STD_2026_0536,IMTICIA,P3,75.47,Oui,Oui
STD_2026_0536,ISAIA,P3,69.22,Sous condition,Non
STD_2026_0536,TEE,P4,79.27,Oui,Non
STD_2026_0536,TEH,P4,81.86,Oui,Non
STD_2026_0536,CAA,P5,74.72,Sous condition,Non
STD_2026_0536,DTJA,P5,75.68,Oui,Non
STD_2026_0536,EMP,P5,72.89,Sous condition,Non
STD_2026_0536,FIC,P5,74.26,Sous condition,Non
STD_2026_0537,AEE,P1,81.8,Oui,Non
STD_2026_0537,IAA,P1,78.04,Oui,Non
STD_2026_0537,PIP,P1,82.34,Oui,Non
STD_2026_0537,EMII,P2,84.82,Oui,Non
STD_2026_0537,GCA,P2,83.31,Oui,Non
STD_2026_0537,ICMP,P2,84.07,Oui,Non
STD_2026_0537,ESIIA,P3,80.44,Oui,Non
STD_2026_0537,IGGLIA,P3,76.81,Oui,Non
STD_2026_0537,IMTICIA,P3,77.68,Oui,Non
STD_2026_0537,ISAIA,P3,80.53,Oui,Oui
STD_2026_0537,TEE,P4,76.73,Oui,Non
STD_2026_0537,TEH,P4,45.73,Non,Non
STD_2026_0537,CAA,P5,76.78,Oui,Non
STD_2026_0537,DTJA,P5,46.68,Non,Non
STD_2026_0537,EMP,P5,77.27,Oui,Non
STD_2026_0537,FIC,P5,91.08,Oui,Non
STD_2026_0538,AEE,P1,58.28,Non,Non
STD_2026_0538,IAA,P1,53.18,Non,Non
STD_2026_0538,PIP,P1,51.23,Non,Non
STD_2026_0538,EMII,P2,44.4,Non,Non
STD_2026_0538,GCA,P2,50.45,Non,Non
STD_2026_0538,ICMP,P2,51.55,Non,Non
STD_2026_0538,ESIIA,P3,49.54,Non,Non
STD_2026_0538,IGGLIA,P3,78.95,Oui,Non
STD_2026_0538,IMTICIA,P3,80.49,Oui,Non
STD_2026_0538,ISAIA,P3,81.68,Oui,Non
STD_2026_0538,TEE,P4,78.8,Oui,Oui
STD_2026_0538,TEH,P4,74.24,Sous condition,Non
STD_2026_0538,CAA,P5,77.1,Oui,Non
STD_2026_0538,DTJA,P5,72.92,Sous condition,Non
STD_2026_0538,EMP,P5,80.79,Oui,Non
STD_2026_0538,FIC,P5,83.87,Oui,Non
STD_2026_0539,AEE,P1,57.22,Non,Non
STD_2026_0539,IAA,P1,80.22,Oui,Non
STD_2026_0539,PIP,P1,54.58,Non,Non
STD_2026_0539,EMII,P2,82.27,Oui,Non
STD_2026_0539,GCA,P2,89.38,Oui,Non
STD_2026_0539,ICMP,P2,94.85,Oui,Non
STD_2026_0539,ESIIA,P3,87.23,Oui,Non
STD_2026_0539,IGGLIA,P3,80.5,Oui,Non
STD_2026_0539,IMTICIA,P3,77.46,Oui,Non
STD_2026_0539,ISAIA,P3,57.93,Non,Non
STD_2026_0539,TEE,P4,55.62,Non,Non
STD_2026_0539,TEH,P4,50.9,Non,Oui
STD_2026_0539,CAA,P5,59.81,Non,Non
STD_2026_0539,DTJA,P5,56.73,Non,Non
STD_2026_0539,EMP,P5,54.94,Non,Non
STD_2026_0539,FIC,P5,49.38,Non,Non
STD_2026_0540,AEE,P1,69.72,Sous condition,Non
STD_2026_0540,IAA,P1,42.85,Non,Non
STD_2026_0540,PIP,P1,47.0,Non,Non
STD_2026_0540,EMII,P2,41.1,Non,Non
STD_2026_0540,GCA,P2,42.96,Non,Non
STD_2026_0540,ICMP,P2,38.59,Non,Non
STD_2026_0540,ESIIA,P3,42.81,Non,Non
STD_2026_0540,IGGLIA,P3,66.66,Sous condition,Non
STD_2026_0540,IMTICIA,P3,70.83,Sous condition,Non
STD_2026_0540,ISAIA,P3,44.69,Non,Non
STD_2026_0540,TEE,P4,73.8,Sous condition,Non
STD_2026_0540,TEH,P4,77.3,Oui,Non
STD_2026_0540,CAA,P5,67.98,Sous condition,Oui
STD_2026_0540,DTJA,P5,70.34,Sous condition,Non
STD_2026_0540,EMP,P5,66.33,Sous condition,Non
STD_2026_0540,FIC,P5,43.44,Non,Non
STD_2026_0541,AEE,P1,70.39,Sous condition,Non
STD_2026_0541,IAA,P1,44.55,Non,Non
STD_2026_0541,PIP,P1,45.9,Non,Non
STD_2026_0541,EMII,P2,49.31,Non,Non
STD_2026_0541,GCA,P2,42.3,Non,Non
STD_2026_0541,ICMP,P2,45.49,Non,Non
STD_2026_0541,ESIIA,P3,46.03,Non,Non
STD_2026_0541,IGGLIA,P3,70.11,Sous condition,Non
STD_2026_0541,IMTICIA,P3,76.33,Oui,Non
STD_2026_0541,ISAIA,P3,46.24,Non,Non
STD_2026_0541,TEE,P4,74.9,Sous condition,Non
STD_2026_0541,TEH,P4,71.06,Sous condition,Non
STD_2026_0541,CAA,P5,65.46,Sous condition,Non
STD_2026_0541,DTJA,P5,72.38,Sous condition,Oui
STD_2026_0541,EMP,P5,69.15,Sous condition,Non
STD_2026_0541,FIC,P5,43.54,Non,Non
STD_2026_0542,AEE,P1,78.45,Oui,Non
STD_2026_0542,IAA,P1,51.74,Non,Non
STD_2026_0542,PIP,P1,48.01,Non,Non
STD_2026_0542,EMII,P2,46.96,Non,Non
STD_2026_0542,GCA,P2,40.86,Non,Non
STD_2026_0542,ICMP,P2,45.75,Non,Non
STD_2026_0542,ESIIA,P3,53.84,Non,Non
STD_2026_0542,IGGLIA,P3,82.54,Oui,Non
STD_2026_0542,IMTICIA,P3,81.2,Oui,Non
STD_2026_0542,ISAIA,P3,50.46,Non,Non
STD_2026_0542,TEE,P4,71.03,Sous condition,Non
STD_2026_0542,TEH,P4,74.71,Sous condition,Non
STD_2026_0542,CAA,P5,75.97,Oui,Non
STD_2026_0542,DTJA,P5,74.93,Sous condition,Non
STD_2026_0542,EMP,P5,83.56,Oui,Oui
STD_2026_0542,FIC,P5,60.13,Non,Non
STD_2026_0543,AEE,P1,39.29,Non,Non
STD_2026_0543,IAA,P1,36.24,Non,Non
STD_2026_0543,PIP,P1,38.19,Non,Non
STD_2026_0543,EMII,P2,31.64,Non,Non
STD_2026_0543,GCA,P2,30.96,Non,Non
STD_2026_0543,ICMP,P2,22.65,Non,Non
STD_2026_0543,ESIIA,P3,33.94,Non,Non
STD_2026_0543,IGGLIA,P3,33.33,Non,Non
STD_2026_0543,IMTICIA,P3,70.53,Sous condition,Non
STD_2026_0543,ISAIA,P3,38.23,Non,Non
STD_2026_0543,TEE,P4,75.96,Oui,Non
STD_2026_0543,TEH,P4,74.42,Sous condition,Non
STD_2026_0543,CAA,P5,63.93,Sous condition,Non
STD_2026_0543,DTJA,P5,71.81,Sous condition,Non
STD_2026_0543,EMP,P5,35.77,Non,Non
STD_2026_0543,FIC,P5,37.43,Non,Oui
STD_2026_0544,AEE,P1,75.63,Oui,Oui
STD_2026_0544,IAA,P1,81.55,Oui,Non
STD_2026_0544,PIP,P1,82.31,Oui,Non
STD_2026_0544,EMII,P2,78.07,Oui,Non
STD_2026_0544,GCA,P2,76.48,Oui,Non
STD_2026_0544,ICMP,P2,80.46,Oui,Non
STD_2026_0544,ESIIA,P3,76.51,Oui,Non
STD_2026_0544,IGGLIA,P3,74.29,Sous condition,Non
STD_2026_0544,IMTICIA,P3,76.65,Oui,Non
STD_2026_0544,ISAIA,P3,76.96,Oui,Non
STD_2026_0544,TEE,P4,45.53,Non,Non
STD_2026_0544,TEH,P4,48.23,Non,Non
STD_2026_0544,CAA,P5,77.35,Oui,Non
STD_2026_0544,DTJA,P5,50.22,Non,Non
STD_2026_0544,EMP,P5,81.45,Oui,Non
STD_2026_0544,FIC,P5,71.46,Sous condition,Non
STD_2026_0545,AEE,P1,73.56,Sous condition,Non
STD_2026_0545,IAA,P1,77.81,Oui,Oui
STD_2026_0545,PIP,P1,81.75,Oui,Non
STD_2026_0545,EMII,P2,81.41,Oui,Non
STD_2026_0545,GCA,P2,73.81,Sous condition,Non
STD_2026_0545,ICMP,P2,78.16,Oui,Non
STD_2026_0545,ESIIA,P3,58.25,Non,Non
STD_2026_0545,IGGLIA,P3,82.41,Oui,Non
STD_2026_0545,IMTICIA,P3,72.67,Sous condition,Non
STD_2026_0545,ISAIA,P3,80.02,Oui,Non
STD_2026_0545,TEE,P4,79.51,Oui,Non
STD_2026_0545,TEH,P4,79.09,Oui,Non
STD_2026_0545,CAA,P5,79.76,Oui,Non
STD_2026_0545,DTJA,P5,77.61,Oui,Non
STD_2026_0545,EMP,P5,79.59,Oui,Non
STD_2026_0545,FIC,P5,76.22,Oui,Non
STD_2026_0546,AEE,P1,77.72,Oui,Non
STD_2026_0546,IAA,P1,76.0,Oui,Non
STD_2026_0546,PIP,P1,82.02,Oui,Oui
STD_2026_0546,EMII,P2,79.4,Oui,Non
STD_2026_0546,GCA,P2,88.51,Oui,Non
STD_2026_0546,ICMP,P2,80.42,Oui,Non
STD_2026_0546,ESIIA,P3,78.62,Oui,Non
STD_2026_0546,IGGLIA,P3,71.63,Sous condition,Non
STD_2026_0546,IMTICIA,P3,70.54,Sous condition,Non
STD_2026_0546,ISAIA,P3,70.09,Sous condition,Non
STD_2026_0546,TEE,P4,79.24,Oui,Non
STD_2026_0546,TEH,P4,47.4,Non,Non
STD_2026_0546,CAA,P5,71.27,Sous condition,Non
STD_2026_0546,DTJA,P5,48.51,Non,Non
STD_2026_0546,EMP,P5,73.75,Sous condition,Non
STD_2026_0546,FIC,P5,82.06,Oui,Non
STD_2026_0547,AEE,P1,65.89,Non,Non
STD_2026_0547,IAA,P1,61.0,Non,Non
STD_2026_0547,PIP,P1,62.53,Non,Non
STD_2026_0547,EMII,P2,68.94,Non,Oui
STD_2026_0547,GCA,P2,60.11,Non,Non
STD_2026_0547,ICMP,P2,64.14,Non,Non
STD_2026_0547,ESIIA,P3,61.58,Non,Non
STD_2026_0547,IGGLIA,P3,88.59,Oui,Non
STD_2026_0547,IMTICIA,P3,95.07,Oui,Non
STD_2026_0547,ISAIA,P3,85.72,Oui,Non
STD_2026_0547,TEE,P4,82.05,Oui,Non
STD_2026_0547,TEH,P4,84.16,Oui,Non
STD_2026_0547,CAA,P5,82.79,Oui,Non
STD_2026_0547,DTJA,P5,82.4,Oui,Non
STD_2026_0547,EMP,P5,84.97,Oui,Non
STD_2026_0547,FIC,P5,84.74,Oui,Non
STD_2026_0548,AEE,P1,39.06,Non,Non
STD_2026_0548,IAA,P1,72.36,Sous condition,Non
STD_2026_0548,PIP,P1,44.54,Non,Non
STD_2026_0548,EMII,P2,81.61,Oui,Non
STD_2026_0548,GCA,P2,72.94,Sous condition,Oui
STD_2026_0548,ICMP,P2,74.77,Sous condition,Non
STD_2026_0548,ESIIA,P3,80.32,Oui,Non
STD_2026_0548,IGGLIA,P3,72.94,Sous condition,Non
STD_2026_0548,IMTICIA,P3,79.05,Oui,Non
STD_2026_0548,ISAIA,P3,50.77,Non,Non
STD_2026_0548,TEE,P4,48.03,Non,Non
STD_2026_0548,TEH,P4,52.01,Non,Non
STD_2026_0548,CAA,P5,47.55,Non,Non
STD_2026_0548,DTJA,P5,44.06,Non,Non
STD_2026_0548,EMP,P5,44.11,Non,Non
STD_2026_0548,FIC,P5,38.22,Non,Non
STD_2026_0549,AEE,P1,67.38,Sous condition,Non
STD_2026_0549,IAA,P1,45.79,Non,Non
STD_2026_0549,PIP,P1,49.59,Non,Non
STD_2026_0549,EMII,P2,44.58,Non,Non
STD_2026_0549,GCA,P2,50.4,Non,Non
STD_2026_0549,ICMP,P2,44.24,Non,Oui
STD_2026_0549,ESIIA,P3,51.98,Non,Non
STD_2026_0549,IGGLIA,P3,74.56,Sous condition,Non
STD_2026_0549,IMTICIA,P3,75.22,Oui,Non
STD_2026_0549,ISAIA,P3,47.09,Non,Non
STD_2026_0549,TEE,P4,78.18,Oui,Non
STD_2026_0549,TEH,P4,76.46,Oui,Non
STD_2026_0549,CAA,P5,74.18,Sous condition,Non
STD_2026_0549,DTJA,P5,79.14,Oui,Non
STD_2026_0549,EMP,P5,66.49,Sous condition,Non
STD_2026_0549,FIC,P5,48.55,Non,Non
STD_2026_0550,AEE,P1,78.13,Oui,Non
STD_2026_0550,IAA,P1,43.53,Non,Non
STD_2026_0550,PIP,P1,46.35,Non,Non
STD_2026_0550,EMII,P2,55.17,Non,Non
STD_2026_0550,GCA,P2,58.97,Non,Non
STD_2026_0550,ICMP,P2,53.81,Non,Non
STD_2026_0550,ESIIA,P3,60.27,Non,Oui
STD_2026_0550,IGGLIA,P3,80.69,Oui,Non
STD_2026_0550,IMTICIA,P3,78.63,Oui,Non
STD_2026_0550,ISAIA,P3,53.08,Non,Non
STD_2026_0550,TEE,P4,79.5,Oui,Non
STD_2026_0550,TEH,P4,79.7,Oui,Non
STD_2026_0550,CAA,P5,75.6,Oui,Non
STD_2026_0550,DTJA,P5,81.61,Oui,Non
STD_2026_0550,EMP,P5,74.73,Sous condition,Non
STD_2026_0550,FIC,P5,54.26,Non,Non
STD_2026_0551,AEE,P1,76.18,Oui,Non
STD_2026_0551,IAA,P1,52.54,Non,Non
STD_2026_0551,PIP,P1,49.88,Non,Non
STD_2026_0551,EMII,P2,46.39,Non,Non
STD_2026_0551,GCA,P2,47.63,Non,Non
STD_2026_0551,ICMP,P2,48.14,Non,Non
STD_2026_0551,ESIIA,P3,49.29,Non,Non
STD_2026_0551,IGGLIA,P3,77.07,Oui,Oui
STD_2026_0551,IMTICIA,P3,77.8,Oui,Non
STD_2026_0551,ISAIA,P3,52.86,Non,Non
STD_2026_0551,TEE,P4,83.8,Oui,Non
STD_2026_0551,TEH,P4,76.34,Oui,Non
STD_2026_0551,CAA,P5,78.0,Oui,Non
STD_2026_0551,DTJA,P5,72.27,Sous condition,Non
STD_2026_0551,EMP,P5,74.99,Sous condition,Non
STD_2026_0551,FIC,P5,50.44,Non,Non
STD_2026_0552,AEE,P1,50.13,Non,Non
STD_2026_0552,IAA,P1,53.86,Non,Non
STD_2026_0552,PIP,P1,55.98,Non,Non
STD_2026_0552,EMII,P2,46.22,Non,Non
STD_2026_0552,GCA,P2,46.05,Non,Non
STD_2026_0552,ICMP,P2,57.0,Non,Non
STD_2026_0552,ESIIA,P3,48.14,Non,Non
STD_2026_0552,IGGLIA,P3,43.29,Non,Non
STD_2026_0552,IMTICIA,P3,71.53,Sous condition,Oui
STD_2026_0552,ISAIA,P3,48.61,Non,Non
STD_2026_0552,TEE,P4,69.46,Sous condition,Non
STD_2026_0552,TEH,P4,69.64,Sous condition,Non
STD_2026_0552,CAA,P5,72.78,Sous condition,Non
STD_2026_0552,DTJA,P5,77.23,Oui,Non
STD_2026_0552,EMP,P5,52.22,Non,Non
STD_2026_0552,FIC,P5,56.7,Non,Non
STD_2026_0553,AEE,P1,82.0,Oui,Non
STD_2026_0553,IAA,P1,86.13,Oui,Non
STD_2026_0553,PIP,P1,84.21,Oui,Non
STD_2026_0553,EMII,P2,84.49,Oui,Non
STD_2026_0553,GCA,P2,81.77,Oui,Non
STD_2026_0553,ICMP,P2,87.59,Oui,Non
STD_2026_0553,ESIIA,P3,80.61,Oui,Non
STD_2026_0553,IGGLIA,P3,84.18,Oui,Non
STD_2026_0553,IMTICIA,P3,79.71,Oui,Non
STD_2026_0553,ISAIA,P3,81.15,Oui,Oui
STD_2026_0553,TEE,P4,53.51,Non,Non
STD_2026_0553,TEH,P4,58.18,Non,Non
STD_2026_0553,CAA,P5,81.16,Oui,Non
STD_2026_0553,DTJA,P5,53.95,Non,Non
STD_2026_0553,EMP,P5,78.4,Oui,Non
STD_2026_0553,FIC,P5,86.95,Oui,Non
STD_2026_0554,AEE,P1,86.97,Oui,Non
STD_2026_0554,IAA,P1,87.08,Oui,Non
STD_2026_0554,PIP,P1,86.36,Oui,Non
STD_2026_0554,EMII,P2,81.07,Oui,Non
STD_2026_0554,GCA,P2,86.68,Oui,Non
STD_2026_0554,ICMP,P2,91.64,Oui,Non
STD_2026_0554,ESIIA,P3,52.08,Non,Non
STD_2026_0554,IGGLIA,P3,86.81,Oui,Non
STD_2026_0554,IMTICIA,P3,83.72,Oui,Non
STD_2026_0554,ISAIA,P3,85.61,Oui,Non
STD_2026_0554,TEE,P4,76.26,Oui,Oui
STD_2026_0554,TEH,P4,71.13,Sous condition,Non
STD_2026_0554,CAA,P5,90.49,Oui,Non
STD_2026_0554,DTJA,P5,82.51,Oui,Non
STD_2026_0554,EMP,P5,89.94,Oui,Non
STD_2026_0554,FIC,P5,88.98,Oui,Non
STD_2026_0555,AEE,P1,70.8,Sous condition,Non
STD_2026_0555,IAA,P1,68.12,Sous condition,Non
STD_2026_0555,PIP,P1,75.75,Oui,Non
STD_2026_0555,EMII,P2,76.33,Oui,Non
STD_2026_0555,GCA,P2,90.38,Oui,Non
STD_2026_0555,ICMP,P2,78.31,Oui,Non
STD_2026_0555,ESIIA,P3,77.78,Oui,Non
STD_2026_0555,IGGLIA,P3,65.31,Sous condition,Non
STD_2026_0555,IMTICIA,P3,64.01,Sous condition,Non
STD_2026_0555,ISAIA,P3,65.55,Sous condition,Non
STD_2026_0555,TEE,P4,69.27,Sous condition,Non
STD_2026_0555,TEH,P4,52.16,Non,Oui
STD_2026_0555,CAA,P5,69.22,Sous condition,Non
STD_2026_0555,DTJA,P5,49.76,Non,Non
STD_2026_0555,EMP,P5,69.63,Sous condition,Non
STD_2026_0555,FIC,P5,67.62,Sous condition,Non
STD_2026_0556,AEE,P1,53.59,Non,Non
STD_2026_0556,IAA,P1,50.99,Non,Non
STD_2026_0556,PIP,P1,51.36,Non,Non
STD_2026_0556,EMII,P2,56.21,Non,Non
STD_2026_0556,GCA,P2,62.92,Non,Non
STD_2026_0556,ICMP,P2,63.48,Non,Non
STD_2026_0556,ESIIA,P3,51.85,Non,Non
STD_2026_0556,IGGLIA,P3,75.76,Oui,Non
STD_2026_0556,IMTICIA,P3,76.66,Oui,Non
STD_2026_0556,ISAIA,P3,83.22,Oui,Non
STD_2026_0556,TEE,P4,79.75,Oui,Non
STD_2026_0556,TEH,P4,81.1,Oui,Non
STD_2026_0556,CAA,P5,82.35,Oui,Oui
STD_2026_0556,DTJA,P5,75.94,Oui,Non
STD_2026_0556,EMP,P5,82.52,Oui,Non
STD_2026_0556,FIC,P5,89.14,Oui,Non
STD_2026_0557,AEE,P1,56.37,Non,Non
STD_2026_0557,IAA,P1,77.19,Oui,Non
STD_2026_0557,PIP,P1,53.7,Non,Non
STD_2026_0557,EMII,P2,82.02,Oui,Non
STD_2026_0557,GCA,P2,82.07,Oui,Non
STD_2026_0557,ICMP,P2,81.45,Oui,Non
STD_2026_0557,ESIIA,P3,84.35,Oui,Non
STD_2026_0557,IGGLIA,P3,77.24,Oui,Non
STD_2026_0557,IMTICIA,P3,82.54,Oui,Non
STD_2026_0557,ISAIA,P3,58.54,Non,Non
STD_2026_0557,TEE,P4,47.34,Non,Non
STD_2026_0557,TEH,P4,53.05,Non,Non
STD_2026_0557,CAA,P5,52.34,Non,Non
STD_2026_0557,DTJA,P5,58.51,Non,Oui
STD_2026_0557,EMP,P5,55.64,Non,Non
STD_2026_0557,FIC,P5,59.37,Non,Non
STD_2026_0558,AEE,P1,75.16,Oui,Non
STD_2026_0558,IAA,P1,53.72,Non,Non
STD_2026_0558,PIP,P1,48.99,Non,Non
STD_2026_0558,EMII,P2,47.11,Non,Non
STD_2026_0558,GCA,P2,54.05,Non,Non
STD_2026_0558,ICMP,P2,54.72,Non,Non
STD_2026_0558,ESIIA,P3,52.19,Non,Non
STD_2026_0558,IGGLIA,P3,79.49,Oui,Non
STD_2026_0558,IMTICIA,P3,77.3,Oui,Non
STD_2026_0558,ISAIA,P3,62.12,Non,Non
STD_2026_0558,TEE,P4,79.29,Oui,Non
STD_2026_0558,TEH,P4,76.54,Oui,Non
STD_2026_0558,CAA,P5,79.39,Oui,Non
STD_2026_0558,DTJA,P5,78.77,Oui,Non
STD_2026_0558,EMP,P5,83.93,Oui,Oui
STD_2026_0558,FIC,P5,59.84,Non,Non
STD_2026_0559,AEE,P1,81.23,Oui,Non
STD_2026_0559,IAA,P1,47.68,Non,Non
STD_2026_0559,PIP,P1,51.85,Non,Non
STD_2026_0559,EMII,P2,51.01,Non,Non
STD_2026_0559,GCA,P2,48.7,Non,Non
STD_2026_0559,ICMP,P2,46.26,Non,Non
STD_2026_0559,ESIIA,P3,50.93,Non,Non
STD_2026_0559,IGGLIA,P3,81.13,Oui,Non
STD_2026_0559,IMTICIA,P3,82.07,Oui,Non
STD_2026_0559,ISAIA,P3,57.9,Non,Non
STD_2026_0559,TEE,P4,77.74,Oui,Non
STD_2026_0559,TEH,P4,81.06,Oui,Non
STD_2026_0559,CAA,P5,81.77,Oui,Non
STD_2026_0559,DTJA,P5,79.19,Oui,Non
STD_2026_0559,EMP,P5,79.48,Oui,Non
STD_2026_0559,FIC,P5,53.11,Non,Oui
STD_2026_0560,AEE,P1,76.66,Oui,Oui
STD_2026_0560,IAA,P1,55.62,Non,Non
STD_2026_0560,PIP,P1,50.84,Non,Non
STD_2026_0560,EMII,P2,57.39,Non,Non
STD_2026_0560,GCA,P2,54.33,Non,Non
STD_2026_0560,ICMP,P2,46.18,Non,Non
STD_2026_0560,ESIIA,P3,61.74,Non,Non
STD_2026_0560,IGGLIA,P3,78.92,Oui,Non
STD_2026_0560,IMTICIA,P3,74.38,Sous condition,Non
STD_2026_0560,ISAIA,P3,53.37,Non,Non
STD_2026_0560,TEE,P4,78.4,Oui,Non
STD_2026_0560,TEH,P4,77.17,Oui,Non
STD_2026_0560,CAA,P5,75.08,Oui,Non
STD_2026_0560,DTJA,P5,83.85,Oui,Non
STD_2026_0560,EMP,P5,78.16,Oui,Non
STD_2026_0560,FIC,P5,51.11,Non,Non
STD_2026_0561,AEE,P1,53.38,Non,Non
STD_2026_0561,IAA,P1,54.98,Non,Oui
STD_2026_0561,PIP,P1,49.24,Non,Non
STD_2026_0561,EMII,P2,51.31,Non,Non
STD_2026_0561,GCA,P2,48.45,Non,Non
STD_2026_0561,ICMP,P2,54.08,Non,Non
STD_2026_0561,ESIIA,P3,51.21,Non,Non
STD_2026_0561,IGGLIA,P3,57.45,Non,Non
STD_2026_0561,IMTICIA,P3,73.24,Sous condition,Non
STD_2026_0561,ISAIA,P3,50.26,Non,Non
STD_2026_0561,TEE,P4,77.33,Oui,Non
STD_2026_0561,TEH,P4,74.78,Sous condition,Non
STD_2026_0561,CAA,P5,76.39,Oui,Non
STD_2026_0561,DTJA,P5,73.26,Sous condition,Non
STD_2026_0561,EMP,P5,57.95,Non,Non
STD_2026_0561,FIC,P5,57.84,Non,Non
STD_2026_0562,AEE,P1,87.66,Oui,Non
STD_2026_0562,IAA,P1,80.32,Oui,Non
STD_2026_0562,PIP,P1,82.39,Oui,Oui
STD_2026_0562,EMII,P2,88.39,Oui,Non
STD_2026_0562,GCA,P2,86.2,Oui,Non
STD_2026_0562,ICMP,P2,84.46,Oui,Non
STD_2026_0562,ESIIA,P3,77.73,Oui,Non
STD_2026_0562,IGGLIA,P3,78.98,Oui,Non
STD_2026_0562,IMTICIA,P3,71.85,Sous condition,Non
STD_2026_0562,ISAIA,P3,76.09,Oui,Non
STD_2026_0562,TEE,P4,62.49,Non,Non
STD_2026_0562,TEH,P4,60.9,Non,Non
STD_2026_0562,CAA,P5,79.27,Oui,Non
STD_2026_0562,DTJA,P5,61.32,Non,Non
STD_2026_0562,EMP,P5,78.45,Oui,Non
STD_2026_0562,FIC,P5,72.05,Sous condition,Non
STD_2026_0563,AEE,P1,79.82,Oui,Non
STD_2026_0563,IAA,P1,81.39,Oui,Non
STD_2026_0563,PIP,P1,76.09,Oui,Non
STD_2026_0563,EMII,P2,68.99,Sous condition,Oui
STD_2026_0563,GCA,P2,77.7,Oui,Non
STD_2026_0563,ICMP,P2,82.73,Oui,Non
STD_2026_0563,ESIIA,P3,53.78,Non,Non
STD_2026_0563,IGGLIA,P3,70.98,Sous condition,Non
STD_2026_0563,IMTICIA,P3,77.78,Oui,Non
STD_2026_0563,ISAIA,P3,74.8,Sous condition,Non
STD_2026_0563,TEE,P4,76.62,Oui,Non
STD_2026_0563,TEH,P4,70.26,Sous condition,Non
STD_2026_0563,CAA,P5,73.21,Sous condition,Non
STD_2026_0563,DTJA,P5,67.56,Sous condition,Non
STD_2026_0563,EMP,P5,74.65,Sous condition,Non
STD_2026_0563,FIC,P5,75.2,Oui,Non
STD_2026_0564,AEE,P1,75.2,Oui,Non
STD_2026_0564,IAA,P1,75.33,Oui,Non
STD_2026_0564,PIP,P1,79.85,Oui,Non
STD_2026_0564,EMII,P2,80.09,Oui,Non
STD_2026_0564,GCA,P2,87.26,Oui,Oui
STD_2026_0564,ICMP,P2,80.94,Oui,Non
STD_2026_0564,ESIIA,P3,78.56,Oui,Non
STD_2026_0564,IGGLIA,P3,78.08,Oui,Non
STD_2026_0564,IMTICIA,P3,81.84,Oui,Non
STD_2026_0564,ISAIA,P3,73.69,Sous condition,Non
STD_2026_0564,TEE,P4,78.03,Oui,Non
STD_2026_0564,TEH,P4,55.49,Non,Non
STD_2026_0564,CAA,P5,71.73,Sous condition,Non
STD_2026_0564,DTJA,P5,44.31,Non,Non
STD_2026_0564,EMP,P5,77.64,Oui,Non
STD_2026_0564,FIC,P5,81.56,Oui,Non
